GROUP_DESCRIPTION	ANIMAL	ANIMAL_ID	PRETREATMENT_CPD_ID	PRETREATMENT_BATCH_ID	PRETREATMENT_DOSING_INFO	PRETREATMENT_DOSE	PRETREATMENT_ROUTE_OF_ADMINSTRATION	BACTERIAL_STRAIN_NAME	BACTERIAL_STRAIN_DOSE	INFECTION_ROUTE	CPD_ID	BATCH_ID	EXT_CPD_ID	EXT_BATCH_ID	DOSING_INFO	FREQUENCY	DOSE	TDD	ROUTE_OF_ADMINISTRATION	COMMENT	STUDYID	STUDY_TYPE	EXPID	SITE	PROJECT_LICENCE_NUMBER	STUDY_START_DATE	STUDY_PROTOCOL_NAME	PROVENANCE	SPECIES_NAME	ANIMAL_STRAIN	ANIMAL_SEX	ANIMAL_AGE_RANGE	ANIMAL_BODYWEIGHT_MEAN	ANIMAL_BODYWEIGHT_RANGE	ANIMAL_VENDOR	HOUSING_CAGE_NO_ANIMALS	HOUSING_CAGE_SIZE	HOUSING_FOOD	HOUSING_FOOD_RESTRICTED	HOUSING_FOOD_SUPPLEMENT	HOUSING_LIGHT_DARK_CYCLE	EXPERIMENT_TYPE	BIOMATERIAL	EXPERIMENT_DATE	PROTOCOL_NAME	PLANNED_RELATIVE_TIMEPOINT	RELATIVE_TIMEPOINT	RESULT_TYPE	STATISTICAL_METHOD	RESULT_OPERATOR	RESULT_VALUE	RESULT_UNIT	CONTROL_GROUP	RESULT_STATUS	COMMENTS	CHECK	CHECK.1	Experiment	BIOMATERIAL_annotation	BACTERIAL_STRAIN_NAME_annotation	EXPERIMENT_TYPE_annotation	RESULT_UNIT_annotation	ROUTE_OF_ADMINISTRATION_annotation	INFECTION_ROUTE_annotation	PRETREATMENT_ROUTE_OF_ADMINSTRATION_annotation	ANIMAL_SEX_annotation	SPECIES_NAME_annotation	STATISTICAL_METHOD_annotation	STUDY_TYPE_annotation
GrowthControl-04	79	79	Cyclophosphaminde		repeated dose	228 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	520078	i.m.	Placebo	NOSO-0159-001A-195	Placebo		repeated dose	4	0	0	s.c.	Mice killed at 24h.																																											{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}				
GrowthControl-04	80	80	Cyclophosphaminde		repeated dose	229 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	520079	i.m.	Placebo	NOSO-0159-001A-196	Placebo		repeated dose	4	0	0	s.c.	Mice killed at 24h.																																											{'curie': 'OBI:0000954', 'name': 's.c.', 'roa_full_name': 'subcutaneous injection', 'xrefs': 'NCIT:C38299, VO:0000532', 'synonyms': 'subcutaneous route'}	{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}				
InfectionControl	81	81	Cyclophosphaminde		repeated dose	230 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	520080	i.m.		NOSO-0159-001A-197								Mice killed at 0h.																																												{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}				
InfectionControl	82	82	Cyclophosphaminde		repeated dose	231 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	520081	i.m.		NOSO-0159-001A-198								Mice killed at 0h.																																												{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}				
InfectionControl	83	83	Cyclophosphaminde		repeated dose	232 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	520082	i.m.		NOSO-0159-001A-199								Mice killed at 0h.																																												{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}				
InfectionControl	84	84	Cyclophosphaminde		repeated dose	233 (-96h)/ 100 (-24h)	i.p.	E. coli ATCC 25922	520083	i.m.		NOSO-0159-001A-200								Mice killed at 0h.																																												{'curie': 'OBI:0000934', 'name': 'i.m.', 'roa_full_name': 'intramuscular injection', 'xrefs': 'NCIT:C28161, VO:0000340', 'synonyms': 'intramuscular route'}	{'curie': 'OBI:0000281', 'name': 'i.p.', 'roa_full_name': 'intraperitoneal injection', 'xrefs': 'NCIT:C38258, VO:0000344', 'synonyms': 'intraperitoneal route'}				
																					3. PD	Dose fractionation study	200928	EMC	16-702-62	2020-09-24	https://doi.org/10.1093/jac/dkae469	s.vandenberg@erasmusmc.nl	Mice	CD-1 Crl:CD1(ICR)	Female	7-8	24.7	22.1-28.3	Charles River, Germany	4		ad libitum			12-12																									{'curie': 'PATO:0000383', 'name': 'Female'}	{'curie': 'NCBITaxon:10090', 'name': 'Mice', 'species_name': 'Mus musculus'}		
Treated-01	2	2						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	4	4	dCFU	Single value	=	0.0678486843712651	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-01	2	2						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	4	4	dCFU	Single value	=	-0.22296214611103	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-01	3	3						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	4	4	dCFU	Single value	=	-0.233181311292716	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-01	3	3						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	4	4	dCFU	Single value	=	-0.494702765673024	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-01	4	4						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	4	4	dCFU	Single value	=	-0.60115809658731	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-01	4	4						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	4	4	dCFU	Single value	=	-0.365068907856344	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-02	5	5						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	12	12	dCFU	Single value	=	-1.65231061903469	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-02	5	5						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	12	12	dCFU	Single value	=	-1.20321808791527	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-02	6	6						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	12	12	dCFU	Single value	=	-1.05709005223703	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-02	6	6						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	12	12	dCFU	Single value	=	-1.1574605973546	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-02	7	7						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	12	12	dCFU	Single value	=	0.347689380965308	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-02	7	7						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	12	12	dCFU	Single value	=	0.444599393973364	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-02	8	8						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	12	12	dCFU	Single value	=	-1.02392168898438	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-02	8	8						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	12	12	dCFU	Single value	=	-1.17518936431503	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-03	9	9						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	16	16	dCFU	Single value	=	-0.710302566012379	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-03	9	9						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	16	16	dCFU	Single value	=	-0.710302566012379	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-03	10	10						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	16	16	dCFU	Single value	=	-0.907040595045704	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-03	10	10						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	16	16	dCFU	Single value	=	-1.07827935130697	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-03	11	11						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	16	16	dCFU	Single value	=	-0.710302566012379	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-03	11	11						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	16	16	dCFU	Single value	=	-0.22296214611103	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-03	12	12						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	16	16	dCFU	Single value	=	-2.03688666614875	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-03	12	12						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	16	16	dCFU	Single value	=	-1.37930934697095	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-04	13	13						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	-1.98719888195964	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-04	13	13						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	-1.25437061036265	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-04	14	14						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	-2.9070405950457	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-04	14	14						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	-1.47621935997901	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-04	15	15						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	-1.62598168031234	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-04	15	15						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	-1.77724935564299	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-04	16	16						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	-1.12403684186765	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-04	16	16						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	24	24	dCFU	Single value	=	-1.36506890785634	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-05	17	17						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	4	4	dCFU	Single value	=	-1.35128062337071	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-05	17	17						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	4	4	dCFU	Single value	=	-1.37930934697095	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-05	18	18						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	4	4	dCFU	Single value	=	-1.47621935997901	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-05	18	18						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	4	4	dCFU	Single value	=	-1.33791666181273	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-05	19	19						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	4	4	dCFU	Single value	=	-0.916911349071998	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-05	19	19						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	4	4	dCFU	Single value	=	-0.911947929540448	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-05	20	20						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	4	4	dCFU	Single value	=	-0.710302566012379	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-05	20	20						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	4	4	dCFU	Single value	=	-0.652310619034692	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-06	21	21						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	12	12	dCFU	Single value	=	-1.5342113069567	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-06	21	21						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	12	12	dCFU	Single value	=	-0.140427258055817	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-06	22	22						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	12	12	dCFU	Single value	=	0.0978119077487083	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-06	22	22						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	12	12	dCFU	Single value	=	0.648719376629289	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-06	23	23						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														left thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	12	12	dCFU	Single value	=	-1.71030256601238	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
Treated-06	23	23						E. coli ATCC 25922			NOSO-502	NOSO-0159-001A-117						176			3. PD		Dose fractionation study	EMC				s.vandenberg@erasmusmc.nl														right thigh CFU	Animal	2020-09-28 00:00:00	DOI: 10.1093/jac/dkae469	12	12	dCFU	Single value	=	-1.37930934697095	No unit	InfectionControl	V (valid)				ExperimentResults_01	{'curie': 'NCIT:C14182', 'name': 'Animal'}									{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}	
